8	1	01	-58
8	1	02	-40
8	1	43	-69
8	1	43	-69
8	1	01	-56
8	1	02	-44
8	1	43	-69
8	1	43	-69
8	1	01	-56
8	1	02	-44
8	1	43	-69
8	1	43	-69
8	1	01	-57
8	1	02	-48
8	1	43	-67
8	1	43	-67
8	1	01	-57
8	1	02	-48
8	1	43	-67
8	1	43	-67
8	1	01	-54
8	1	02	-44
8	1	43	-72
8	1	43	-67
8	1	01	-54
8	1	02	-44
8	1	43	-72
8	1	43	-67
8	1	01	-56
8	1	02	-46
8	1	43	-65
8	1	43	-67
8	1	01	-56
8	1	02	-46
8	1	43	-65
8	1	43	-67
8	1	01	-52
8	1	02	-42
8	1	43	-63
8	1	43	-63
7	9	01	-46
7	9	02	-38
7	9	43	-58
7	9	43	-60
7	9	01	-46
7	9	02	-38
7	9	43	-58
7	9	43	-60
7	9	01	-49
7	9	02	-44
7	9	43	-57
7	9	43	-53
7	9	01	-49
7	9	02	-44
7	9	43	-57
7	9	43	-53
7	9	01	-52
7	9	02	-45
7	9	43	-54
7	9	43	-56
7	9	01	-52
7	9	02	-45
7	9	43	-54
7	9	43	-56
7	9	01	-48
7	9	02	-43
7	9	43	-66
7	9	43	-54
7	9	01	-48
7	9	02	-43
7	9	43	-66
7	9	43	-54
7	9	01	-52
7	9	02	-47
7	9	43	-62
7	9	43	-56
7	9	01	-52
7	9	02	-47
7	9	43	-62
7	9	43	-56
3	4	01	-46
3	4	02	-49
3	4	43	-59
3	4	43	-60
3	4	01	-46
3	4	02	-49
3	4	43	-59
3	4	43	-60
3	4	01	-47
3	4	02	-47
3	4	43	-64
3	4	43	-64
3	4	01	-47
3	4	02	-47
3	4	43	-64
3	4	43	-64
3	4	01	-51
3	4	02	-50
3	4	43	-66
3	4	43	-62
3	4	01	-51
3	4	02	-50
3	4	43	-66
3	4	43	-62
3	4	01	-50
3	4	02	-49
3	4	43	-66
3	4	43	-66
3	4	01	-50
3	4	02	-49
3	4	43	-66
3	4	43	-66
3	4	01	-50
3	4	02	-51
3	4	43	-61
3	4	43	-66
3	4	01	-50
3	4	02	-51
3	4	43	-61
3	4	43	-66
13	4	01	-57
13	4	02	-46
13	4	43	-61
13	4	43	-63
13	4	01	-57
13	4	02	-46
13	4	43	-61
13	4	43	-63
13	4	01	-52
13	4	02	-39
13	4	43	-62
13	4	43	-72
13	4	01	-52
13	4	02	-39
13	4	43	-62
13	4	43	-72
13	4	01	-51
13	4	02	-42
13	4	43	-60
13	4	43	-60
13	4	01	-51
13	4	02	-42
